id,q1,q2,percentage,initial,exact_n0,num_generations,min_population,max_population,population_decrease_degree,min_granularity,max_granularity,granularity_increase_degree,seed,mutation_multiplier,crossover_multiplier,time,exponent,explicit_bound,n0,i
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,True,50,100,100,1.0,200,200,1.0,1123,5,2,2142291.427172,-1.0543307679462952,1771217586.550983,41683059.91166576,0
7,n,-n,0.5,10000.0,True,50,100,100,1.0,200,200,1.0,1023,5,2,1730596.865097,-1.0148796690576265,60967304.332335204,712183.6733213217,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,False,50,20,100,1.0,200,200,1.0,550,5,2,1185526.529156,-1.8396297135727027,,,0
6,n,-n,0.5,1000.0,True,50,100,100,1.0,50,200,1.0,825,5,2,1290633.148768,-1.013086699748163,88834027.41530073,894943.6486387226,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,False,50,100,100,1.0,400,400,1.0,1450,5,2,8822017.003149,-2.553280116335709,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,False,50,100,100,1.0,200,200,1.0,1136,5,2,1823017.665556,-0.785798004435465,,,0
5,n,-n,0.5,10.0,False,50,100,100,1.0,200,200,1.0,1006,5,2,1809189.795464,-1.059424517184782,,,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,False,50,20,100,1.0,50,400,1.0,1874,5,2,1496328.557843,-1.885458784122317,,,0
9,n**2+20,-n**2+20,0.5,1000.0,True,50,100,100,1.0,50,50,1.0,663,5,2,309539.739162,-1.1243948775573975,31488.977910781578,2466.808044949037,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,False,50,100,100,1.0,50,200,1.0,920,5,2,1147041.869852,-2.248396552596438,,,0
2,n,-n,0.5,100.0,False,50,20,100,1.0,400,400,1.0,1166,5,2,5242890.36191,-1.1147947284815454,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,True,50,20,100,1.0,50,400,1.0,1801,5,2,1815260.87443,-1.151350514397611,214258.50555761417,21050.964508382018,0
5,n,-n,0.5,10.0,False,50,20,100,1.0,50,400,1.0,1764,5,2,1770146.400765,-1.0681904899966115,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,False,50,20,100,1.0,50,400,1.0,1894,5,2,1537905.047907,-0.8965736284605363,,,0
6,n,-n,0.5,1000.0,True,50,100,100,1.0,50,400,1.0,1587,5,2,4409468.73608,-1.0296384841585513,11429797.06508422,265039.8416202894,0
13,n**3,-n**3,0.5,100000000.0,True,50,20,100,1.0,50,50,1.0,133,5,2,164500.265286,-1.3290264174345945,6914.643190542763,1232.4898182524992,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,False,50,100,100,1.0,200,200,1.0,1116,5,2,1937491.413947,-1.8318204846517459,,,0
10,n**2+n,-n**2+n,0.5,1000.0,False,50,20,100,1.0,50,200,1.0,298,5,2,584286.690274,-1.722185086827041,,,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,True,50,100,100,1.0,50,50,1.0,713,5,2,237158.024725,-1.3163453314236608,6428.889620388402,1139.685132281663,0
